Age	SLOCStandard	Readability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	ChangeDates	NewAdditions	DiffSizes	EditDistances	file
2399	7,7,7,7,7,7,14,14,12	0.2400408238172531,0.2400408238172531,0.2400408238172531,0.2400408238172531,0.2400408238172531,0.2400408238172531,0.06459715962409973,0.06459715962409973,0.06735582649707794	2,2,2,2,2,2,4,4,4	1,1,1,1,1,1,3,3,3	3,3,3,3,3,3,7,7,7	2,2,2,2,2,2,4,4,3	6.05,6.05,6.05,6.05,6.05,6.05,9.89,9.89,8.07	1,1,1,1,1,1,2,2,1	2,2,2,2,2,2,6,6,6	0,0,0,18,18,18,164,1549,1695	0,0,0,0,0,0,8,0,4	0,0,0,0,0,0,8,0,10	0,0,0,0,0,0,309,0,126	4833.json
2474	3,3,3,3,3,3,3,3,3,3,3	0.07799681276082993,0.08165130019187927,0.07261098176240921,0.07261098176240921,0.07261098176240921,0.07261098176240921,0.07261098176240921,0.07261098176240921,0.2940208315849304,0.2940208315849304,0.2940208315849304	0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0	1,1,1,1,1,1,1,1,1,1,1	3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77	0,0,0,0,0,0,0,0,0,0,0	1,1,1,1,1,1,1,1,2,2,2	0,1,34,75,75,75,75,93,209,266,1624	0,1,3,0,0,0,0,0,1,0,0	0,2,6,0,0,0,0,0,2,0,0	0,4,12,0,0,0,0,0,8,0,0	9165.json
2013	3,3,3	0.7936357855796814,0.7570217847824097,0.7570217847824097	0,0,0	0,0,0	0,0,0	1,1,1	3.77,3.77,3.77	0,0,0	0,0,0	0,1141,1163	0,3,0	0,6,0	0,28,0	5173.json
1705	9,9,9,8,10	1.305032492382452E-4,1.305032492382452E-4,1.305032492382452E-4,0.0,0.0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	3.33,3.33,3.33,10.39,6.2	0,0,0,0,0	0,0,0,5,11	0,241,855,1001,1687	0,0,0,7,8	0,0,0,15,12	0,0,0,259,427	11776.json
1584	3,3	0.36572331190109253,0.36572331190109253	0,0	0,0	0,0	1,1	3.77,3.77	0,0	0,0	0,734	0,0	0,0	0,0	3122.json
1908	6,6,6,6,7,7,7,7	0.11883565038442612,0.042308829724788666,0.04376945272088051,0.03953716158866882,0.004328243900090456,0.004328243900090456,0.004328243900090456,0.0021208967082202435	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	1,1,1,1,1,1,1,1	3.77,3.77,3.77,3.77,3.61,3.61,3.61,3.61	0,0,0,0,0,0,0,0	5,5,5,5,7,7,7,7	0,0,34,538,551,853,1057,1890	0,2,1,1,3,0,0,2	0,4,2,2,5,0,0,4	0,10,7,7,98,0,0,18	1802.json
2474	2,2,2,2,2,2,2,2,2,2	0.8967539072036743,0.8967539072036743,0.8967539072036743,0.8967539072036743,0.8967539072036743,0.8967539072036743,0.8967539072036743,0.8967539072036743,0.8967539072036743,0.8967539072036743	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	1,1,1,1,1,1,1,1,1,1	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,75,75,75,75,93,93,93,1418,1624	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	5630.json
1706	11,11,11	0.07016319781541824,0.07016319781541824,0.07016319781541824	1,1,1	1,1,1	2,2,2	3,3,3	7.9,7.9,7.9	2,2,2	2,2,2	0,3,856	0,0,0	0,0,0	0,0,0	9573.json
22	7	0.0	0	0	0	1	3.61	0	6	0	0	0	0	12949.json
2278	7,10,10,11,12,12	0.0014870550949126482,2.3794584558345377E-4,2.3794584558345377E-4,3.6951652145944536E-4,1.7214826948475093E-4,1.7214826948475093E-4	2,2,2,2,2,2	1,1,1,1,1,1	3,3,3,3,3,3	2,2,2,2,2,2	6.05,5.06,5.06,4.82,4.62,4.62	1,1,1,1,1,1	4,7,7,7,8,8	0,61,89,460,623,1427	0,3,0,1,1,0	0,3,0,1,1,0	0,167,0,38,44,0	1387.json
872	3,3,3,3	0.006084558553993702,0.006084558553993702,0.006084558553993702,0.008477936498820782	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	3.77,3.77,3.77,3.77	0,0,0,0	2,2,2,2	0,22,129,129	0,0,0,1	0,0,0,2	0,0,0,28	652.json
648	7,7,7	2.1894874225836247E-4,8.039303938858211E-4,7.581497193314135E-4	0,0,0	0,0,0	0,0,0	2,2,2	5.11,5.11,5.11	1,1,1	7,6,6	0,0,435	0,5,1	0,10,2	0,35,7	10956.json
149	3	0.8908942937850952	0	0	0	1	3.77	0	0	0	0	0	0	7540.json
496	3	0.3489479422569275	0	0	0	1	3.77	0	1	0	0	0	0	3767.json
1719	3,5,5,6,6	0.41474443674087524,0.5340285301208496,0.5340285301208496,0.31824639439582825,0.2165094017982483	0,0,0,1,1	0,0,0,1,1	0,0,0,2,2	1,1,1,2,2	3.77,3.92,3.92,8.0,8.0	0,0,0,0,0	0,1,1,1,1	0,149,869,1682,1682	0,3,0,2,1	0,4,0,3,2	0,86,0,56,32	10918.json
1122	3,3	0.7281937599182129,0.7281937599182129	0,0	0,0	0,0	1,1	3.77,3.77	0,0	0,0	0,271	0,0	0,0	0,0	271.json
12	9,9	0.4019377529621124,0.4019377529621124	3,3	3,3	6,6	3,3	5.33,5.33	1,1	3,3	0,2	0,0	0,0	0,0	11495.json
