Age	SLOCStandard	Readability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	ChangeDates	NewAdditions	DiffSizes	EditDistances	file
756	42,42,58,58,12	1.485876418882981E-4,1.4918735541868955E-4,0.0,0.0,0.0023595828097313643	14,14,16,16,3	16,16,20,20,2	30,30,36,36,5	10,10,13,13,3	7.26,7.26,8.79,8.79,5.12	3,3,4,4,1	16,16,25,25,2	0,6,6,19,131	0,1,17,1,2	0,2,18,2,51	0,3,478,6,1277	890.json
716	27	0.03825121745467186	3	2	5	4	4.53	1	10	0	0	0	0	185.json
800	26,29,29	0.0026022526435554028,0.0010748316999524832,0.0010751731460914016	6,7,7	7,8,8	13,15,15	5,6,6	2.36,5.96,5.96	1,2,2	12,14,14	0,193,349	0,8,1	0,13,2	0,266,2	798.json
1531	5	0.194565549492836	0	0	0	1	3.92	0	2	0	0	0	0	505.json
1188	9,9	0.7599696516990662,0.7685272693634033	1,1	1,1	2,2	2,2	5.03,5.03	1,1	3,3	0,11	0,2	0,4	0,12	193.json
1511	9,12,9,8	0.020352954044938087,0.030548058450222015,0.07525724917650223,0.15674960613250732	3,3,4,3	3,3,3,2	6,6,7,5	3,3,2,2	5.9,5.66,6.53,6.24	1,1,1,1	4,4,4,3	0,26,41,512	0,5,4,1	0,7,11,3	0,13,79,27	2429.json
841	28,33,33,33,33,33,33,38,38,42,42,54,54	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	6,9,9,9,9,9,9,10,11,12,12,14,16	6,9,9,9,9,9,9,10,11,12,12,14,14	12,18,18,18,18,18,18,20,22,24,24,28,30	7,8,8,8,8,8,8,9,9,10,10,12,12	6.17,6.27,5.85,5.85,5.85,5.85,5.85,5.59,5.59,5.43,5.43,6.94,6.94	2,2,2,2,2,2,2,2,2,2,2,3,3	28,33,33,33,35,35,36,43,45,52,55,64,61	0,36,91,104,234,390,412,417,417,426,503,505,535	0,15,5,1,2,6,1,7,2,7,1,13,3	0,25,10,2,4,12,2,7,4,9,2,14,5	0,275,280,4,29,14,10,228,77,123,58,435,69	935.json
1529	4,4,4,4	0.6909430027008057,0.6015803217887878,0.25783395767211914,0.6167625784873962	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	3.46,3.46,3.46,3.46	0,0,0,0	0,1,1,1	0,32,226,1078	0,1,1,1	0,2,2,2	0,17,9,2	269.json
1300	4,4,4	0.6713870763778687,0.6713870763778687,0.6495356559753418	0,0,0	0,0,0	0,0,0	1,1,1	3.46,3.46,3.46	0,0,0	2,2,2	0,14,14	0,0,1	0,0,2	0,0,1	1670.json
842	3	0.8483501076698303	0	0	0	1	3.77	0	0	0	0	0	0	2448.json
1286	4	0.9349207282066345	0	0	0	1	3.46	0	1	0	0	0	0	1672.json
1430	4	0.06020568311214447	0	0	0	1	2.0	0	2	0	0	0	0	1169.json
777	11,11	0.0,0.0	1,1	1,1	2,2	2,2	4.6,4.6	1,1	5,5	0,170	0,1	0,2	0,5	943.json
1453	4	0.5998443961143494	0	0	0	1	3.46	0	0	0	0	0	0	302.json
1212	20,20,4	0.08114876598119736,0.12327331304550171,0.6256894469261169	3,3,0	3,3,0	6,6,0	4,4,1	4.38,4.38,3.46	1,1,0	7,6,0	0,3,166	0,1,2	0,2,23	0,23,385	1823.json
1242	4	0.7732963562011719	0	0	0	1	3.46	0	0	0	0	0	0	2117.json
1531	3	0.51488196849823	0	0	0	1	3.77	0	2	0	0	0	0	486.json
1430	3	0.48317211866378784	0	0	0	1	1.89	0	1	0	0	0	0	1158.json
1470	4	0.8819135427474976	0	0	0	1	3.46	0	0	0	0	0	0	2426.json
619	4	0.8903321027755737	0	0	0	1	3.46	0	0	0	0	0	0	2309.json
1377	4,4	0.7587073445320129,0.7587073445320129	0,0	0,0	0,0	1,1	3.46,3.46	0,0	0,0	0,90	0,0	0,0	0,0	2110.json
863	3	0.7629198431968689	0	0	0	1	3.77	0	0	0	0	0	0	2445.json
1549	11	0.1873265504837036	2	2	4	3	2.41	1	4	0	0	0	0	2656.json
809	6	0.6335762143135071	1	1	2	2	5.5	1	4	0	0	0	0	2570.json
1474	12,12,13	0.07998625934123993,0.08206015825271606,0.07776505500078201	2,2,2	2,2,2	4,4,4	3,3,3	7.18,7.18,7.12	2,2,2	3,3,3	0,92,264	0,1,1	0,2,2	0,6,11	2340.json
1251	3	0.8848883509635925	0	0	0	1	3.77	0	0	0	0	0	0	2544.json
1047	4	0.8150073885917664	0	0	0	1	3.46	0	0	0	0	0	0	387.json
1321	10,13,20,21,21,22,22,22	0.03767282888293266,0.013736863620579243,6.983816856518388E-4,9.105682838708162E-4,0.0014692271361127496,8.281860500574112E-4,8.200089796446264E-4,0.0010193258058279753	0,0,1,0,0,0,0,0	0,0,1,0,0,0,0,0	0,0,2,0,0,0,0,0	2,2,5,4,4,4,4,4	4.66,5.81,6.16,6.06,6.06,6.03,6.03,5.77	1,1,2,2,2,2,2,2	8,11,20,19,20,21,22,23	0,2,3,5,14,41,69,434	0,6,12,3,1,1,2,1	0,8,14,4,2,1,4,2	0,218,403,63,23,72,12,131	2495.json
1494	3	0.8796484470367432	0	0	0	1	1.89	0	0	0	0	0	0	1249.json
